Codice Regione-Data inizio;Regione-Data inizio;Codice Provincia/Uts-Data inizio;Provincia/uts-Data inizio;Codice Comune-Data inizio;Comune-Data inizio;Codice Comune-Data fine;Comune-Data fine;Codice Provincia/Uts-Data fine;Provincia/Uts-Data fine;Codice Regione-Data fine;Regione-Data fine
03;Lombardia;016;Bergamo;016242;Villongo;016242;Villongo;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016243;Vilminore di Scalve;016243;Vilminore di Scalve;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016244;Zandobbio;016244;Zandobbio;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016245;Zanica;016245;Zanica;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016246;Zogno;016246;Zogno;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016247;Costa Serina;016247;Costa Serina;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016248;Algua;016248;Algua;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016249;Cornalba;016249;Cornalba;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016250;Medolago;016250;Medolago;016;Bergamo;03;Lombardia
03;Lombardia;016;Bergamo;016251;Solza;016251;Solza;016;Bergamo;03;Lombardia
03;Lombardia;017;Brescia;017001;Acquafredda;017001;Acquafredda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017002;Adro;017002;Adro;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017003;Agnosine;017003;Agnosine;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017004;Alfianello;017004;Alfianello;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017005;Anfo;017005;Anfo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017006;Angolo Terme;017006;Angolo Terme;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017007;Artogne;017007;Artogne;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017008;Azzano Mella;017008;Azzano Mella;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017009;Bagnolo Mella;017009;Bagnolo Mella;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017010;Bagolino;017010;Bagolino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017011;Barbariga;017011;Barbariga;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017012;Barghe;017012;Barghe;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017013;Bassano Bresciano;017013;Bassano Bresciano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017014;Bedizzole;017014;Bedizzole;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017015;Berlingo;017015;Berlingo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017016;Berzo Demo;017016;Berzo Demo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017017;Berzo Inferiore;017017;Berzo Inferiore;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017018;Bienno;017018;Bienno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017019;Bione;017019;Bione;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017020;Borgo San Giacomo;017020;Borgo San Giacomo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017021;Borgosatollo;017021;Borgosatollo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017022;Borno;017022;Borno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017023;Botticino;017023;Botticino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017024;Bovegno;017024;Bovegno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017025;Bovezzo;017025;Bovezzo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017026;Brandico;017026;Brandico;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017027;Braone;017027;Braone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017028;Breno;017028;Breno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017029;Brescia;017029;Brescia;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017030;Brione;017030;Brione;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017031;Caino;017031;Caino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017032;Calcinato;017032;Calcinato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017033;Calvagese della Riviera;017033;Calvagese della Riviera;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017034;Calvisano;017034;Calvisano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017035;Capo di Ponte;017035;Capo di Ponte;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017036;Capovalle;017036;Capovalle;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017037;Capriano del Colle;017037;Capriano del Colle;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017038;Capriolo;017038;Capriolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017039;Carpenedolo;017039;Carpenedolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017040;Castegnato;017040;Castegnato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017041;Castelcovati;017041;Castelcovati;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017042;Castel Mella;017042;Castel Mella;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017043;Castenedolo;017043;Castenedolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017044;Casto;017044;Casto;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017045;Castrezzato;017045;Castrezzato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017046;Cazzago San Martino;017046;Cazzago San Martino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017047;Cedegolo;017047;Cedegolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017048;Cellatica;017048;Cellatica;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017049;Cerveno;017049;Cerveno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017050;Ceto;017050;Ceto;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017051;Cevo;017051;Cevo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017052;Chiari;017052;Chiari;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017053;Cigole;017053;Cigole;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017054;Cimbergo;017054;Cimbergo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017055;Cividate Camuno;017055;Cividate Camuno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017056;Coccaglio;017056;Coccaglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017057;Collebeato;017057;Collebeato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017058;Collio;017058;Collio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017059;Cologne;017059;Cologne;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017060;Comezzano-Cizzago;017060;Comezzano-Cizzago;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017061;Concesio;017061;Concesio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017062;Corte Franca;017062;Corte Franca;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017063;Corteno Golgi;017063;Corteno Golgi;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017064;Corzano;017064;Corzano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017065;Darfo Boario Terme;017065;Darfo Boario Terme;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017066;Dello;017066;Dello;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017067;Desenzano del Garda;017067;Desenzano del Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017068;Edolo;017068;Edolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017069;Erbusco;017069;Erbusco;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017070;Esine;017070;Esine;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017071;Fiesse;017071;Fiesse;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017072;Flero;017072;Flero;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017073;Gambara;017073;Gambara;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017074;Gardone Riviera;017074;Gardone Riviera;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017075;Gardone Val Trompia;017075;Gardone Val Trompia;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017076;Gargnano;017076;Gargnano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017077;Gavardo;017077;Gavardo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017078;Ghedi;017078;Ghedi;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017079;Gianico;017079;Gianico;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017080;Gottolengo;017080;Gottolengo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017081;Gussago;017081;Gussago;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017082;Idro;017082;Idro;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017083;Incudine;017083;Incudine;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017084;Irma;017084;Irma;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017085;Iseo;017085;Iseo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017086;Isorella;017086;Isorella;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017087;Lavenone;017087;Lavenone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017088;Leno;017088;Leno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017089;Limone sul Garda;017089;Limone sul Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017090;Lodrino;017090;Lodrino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017091;Lograto;017091;Lograto;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017092;Lonato del Garda;017092;Lonato del Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017093;Longhena;017093;Longhena;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017094;Losine;017094;Losine;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017095;Lozio;017095;Lozio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017096;Lumezzane;017096;Lumezzane;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017097;Maclodio;017097;Maclodio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017098;Magasa;017098;Magasa;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017099;Mairano;017099;Mairano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017100;Malegno;017100;Malegno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017101;Malonno;017101;Malonno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017102;Manerba del Garda;017102;Manerba del Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017103;Manerbio;017103;Manerbio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017104;Marcheno;017104;Marcheno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017105;Marmentino;017105;Marmentino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017106;Marone;017106;Marone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017107;Mazzano;017107;Mazzano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017108;Milzano;017108;Milzano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017109;Moniga del Garda;017109;Moniga del Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017110;Monno;017110;Monno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017111;Monte Isola;017111;Monte Isola;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017112;Monticelli Brusati;017112;Monticelli Brusati;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017113;Montichiari;017113;Montichiari;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017114;Montirone;017114;Montirone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017115;Mura;017115;Mura;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017116;Muscoline;017116;Muscoline;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017117;Nave;017117;Nave;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017118;Niardo;017118;Niardo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017119;Nuvolento;017119;Nuvolento;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017120;Nuvolera;017120;Nuvolera;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017121;Odolo;017121;Odolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017122;Offlaga;017122;Offlaga;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017123;Ome;017123;Ome;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017124;Ono San Pietro;017124;Ono San Pietro;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017125;Orzinuovi;017125;Orzinuovi;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017126;Orzivecchi;017126;Orzivecchi;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017127;Ospitaletto;017127;Ospitaletto;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017128;Ossimo;017128;Ossimo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017129;Padenghe sul Garda;017129;Padenghe sul Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017130;Paderno Franciacorta;017130;Paderno Franciacorta;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017131;Paisco Loveno;017131;Paisco Loveno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017132;Paitone;017132;Paitone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017133;Palazzolo sull'Oglio;017133;Palazzolo sull'Oglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017134;Paratico;017134;Paratico;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017135;Paspardo;017135;Paspardo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017136;Passirano;017136;Passirano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017137;Pavone del Mella;017137;Pavone del Mella;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017138;San Paolo;017138;San Paolo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017139;Pertica Alta;017139;Pertica Alta;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017140;Pertica Bassa;017140;Pertica Bassa;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017141;Pezzaze;017141;Pezzaze;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017142;Pian Camuno;017142;Pian Camuno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017143;Pisogne;017143;Pisogne;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017144;Polaveno;017144;Polaveno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017145;Polpenazze del Garda;017145;Polpenazze del Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017146;Pompiano;017146;Pompiano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017147;Poncarale;017147;Poncarale;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017148;Ponte di Legno;017148;Ponte di Legno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017149;Pontevico;017149;Pontevico;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017150;Pontoglio;017150;Pontoglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017151;Pozzolengo;017151;Pozzolengo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017152;Pralboino;017152;Pralboino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017153;Preseglie;017153;Preseglie;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017154;Prestine;017018;Bienno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017155;Prevalle;017155;Prevalle;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017156;Provaglio d'Iseo;017156;Provaglio d'Iseo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017157;Provaglio Val Sabbia;017157;Provaglio Val Sabbia;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017158;Puegnago del Garda;017158;Puegnago del Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017159;Quinzano d'Oglio;017159;Quinzano d'Oglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017160;Remedello;017160;Remedello;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017161;Rezzato;017161;Rezzato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017162;Roccafranca;017162;Roccafranca;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017163;Rodengo Saiano;017163;Rodengo Saiano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017164;Roè Volciano;017164;Roè Volciano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017165;Roncadelle;017165;Roncadelle;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017166;Rovato;017166;Rovato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017167;Rudiano;017167;Rudiano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017168;Sabbio Chiese;017168;Sabbio Chiese;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017169;Sale Marasino;017169;Sale Marasino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017170;Salò;017170;Salò;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017171;San Felice del Benaco;017171;San Felice del Benaco;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017172;San Gervasio Bresciano;017172;San Gervasio Bresciano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017173;San Zeno Naviglio;017173;San Zeno Naviglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017174;Sarezzo;017174;Sarezzo;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017175;Saviore dell'Adamello;017175;Saviore dell'Adamello;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017176;Sellero;017176;Sellero;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017177;Seniga;017177;Seniga;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017178;Serle;017178;Serle;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017179;Sirmione;017179;Sirmione;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017180;Soiano del Lago;017180;Soiano del Lago;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017181;Sonico;017181;Sonico;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017182;Sulzano;017182;Sulzano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017183;Tavernole sul Mella;017183;Tavernole sul Mella;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017184;Temù;017184;Temù;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017185;Tignale;017185;Tignale;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017186;Torbole Casaglia;017186;Torbole Casaglia;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017187;Toscolano-Maderno;017187;Toscolano-Maderno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017188;Travagliato;017188;Travagliato;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017189;Tremosine;017189;Tremosine sul Garda;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017190;Trenzano;017190;Trenzano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017191;Treviso Bresciano;017191;Treviso Bresciano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017192;Urago d'Oglio;017192;Urago d'Oglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017193;Vallio Terme;017193;Vallio Terme;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017194;Valvestino;017194;Valvestino;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017195;Verolanuova;017195;Verolanuova;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017196;Verolavecchia;017196;Verolavecchia;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017197;Vestone;017197;Vestone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017198;Vezza d'Oglio;017198;Vezza d'Oglio;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017199;Villa Carcina;017199;Villa Carcina;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017200;Villachiara;017200;Villachiara;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017201;Villanuova sul Clisi;017201;Villanuova sul Clisi;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017202;Vione;017202;Vione;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017203;Visano;017203;Visano;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017204;Vobarno;017204;Vobarno;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017205;Zone;017205;Zone;017;Brescia;03;Lombardia
03;Lombardia;017;Brescia;017206;Piancogno;017206;Piancogno;017;Brescia;03;Lombardia
03;Lombardia;018;Pavia;018001;Alagna;018001;Alagna;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018002;Albaredo Arnaboldi;018002;Albaredo Arnaboldi;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018003;Albonese;018003;Albonese;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018004;Albuzzano;018004;Albuzzano;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018005;Arena Po;018005;Arena Po;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018006;Badia Pavese;018006;Badia Pavese;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018007;Bagnaria;018007;Bagnaria;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018008;Barbianello;018008;Barbianello;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018009;Bascapè;018009;Bascapè;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018010;Bastida de' Dossi;018191;Cornale e Bastida;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018011;Bastida Pancarana;018011;Bastida Pancarana;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018012;Battuda;018012;Battuda;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018013;Belgioioso;018013;Belgioioso;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018014;Bereguardo;018014;Bereguardo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018015;Borgarello;018015;Borgarello;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018016;Borgo Priolo;018016;Borgo Priolo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018017;Borgoratto Mormorolo;018017;Borgoratto Mormorolo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018018;Borgo San Siro;018018;Borgo San Siro;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018019;Bornasco;018019;Bornasco;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018020;Bosnasco;018020;Bosnasco;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018021;Brallo di Pregola;018021;Brallo di Pregola;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018022;Breme;018022;Breme;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018023;Bressana Bottarone;018023;Bressana Bottarone;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018024;Broni;018024;Broni;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018025;Calvignano;018025;Calvignano;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018026;Campospinoso;018026;Campospinoso;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018027;Candia Lomellina;018027;Candia Lomellina;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018028;Canevino;018193;Colli Verdi;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018029;Canneto Pavese;018029;Canneto Pavese;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018030;Carbonara al Ticino;018030;Carbonara al Ticino;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018031;Casanova Lonati;018031;Casanova Lonati;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018032;Casatisma;018032;Casatisma;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018033;Casei Gerola;018033;Casei Gerola;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018034;Casorate Primo;018034;Casorate Primo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018035;Cassolnovo;018035;Cassolnovo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018036;Castana;018036;Castana;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018037;Casteggio;018037;Casteggio;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018038;Castelletto di Branduzzo;018038;Castelletto di Branduzzo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018039;Castello d'Agogna;018039;Castello d'Agogna;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018040;Castelnovetto;018040;Castelnovetto;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018041;Cava Manara;018041;Cava Manara;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018042;Cecima;018042;Cecima;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018043;Ceranova;018043;Ceranova;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018044;Ceretto Lomellina;018044;Ceretto Lomellina;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018045;Cergnago;018045;Cergnago;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018046;Certosa di Pavia;018046;Certosa di Pavia;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018047;Cervesina;018047;Cervesina;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018048;Chignolo Po;018048;Chignolo Po;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018049;Cigognola;018049;Cigognola;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018050;Cilavegna;018050;Cilavegna;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018051;Codevilla;018051;Codevilla;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018052;Confienza;018052;Confienza;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018053;Copiano;018053;Copiano;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018054;Corana;018054;Corana;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018055;Cornale;018191;Cornale e Bastida;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018056;Corteolona;018192;Corteolona e Genzone;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018057;Corvino San Quirico;018057;Corvino San Quirico;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018058;Costa de' Nobili;018058;Costa de' Nobili;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018059;Cozzo;018059;Cozzo;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018060;Cura Carpignano;018060;Cura Carpignano;018;Pavia;03;Lombardia
03;Lombardia;018;Pavia;018061;Dorno;018061;Dorno;018;Pavia;03;Lombardia
